id,tokens,slots,intent
train-03541,euh savoir le prix,O O lienRef-coRef-B objet-B,
train-03542,une chambre pour une personne une chambre normale,nombre-chambre-B nombre-chambre-I sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I nombre-chambre-B nombre-chambre-I O,
train-03543,ben je voudrais savoir le prix des autres,O O O O lienRef-coRef-B objet-B lienRef-coDom-B lienRef-coDom-I,
train-03544,alors je vais prendre celle à cinquante euros,O command-tache-B command-tache-I command-tache-I lienRef-elsEns-B O paiement-montant-entier-B paiement-monnaie-B,
train-03545,euh il me faut absolument une chambre pour cette date là qu' est-ce que vous auriez comme hôtel pas trop cher dans ces prix là,O O O O O nombre-chambre-B nombre-chambre-I O lienRef-coRef-B objet-B objet-I O O O O O O objet-B paiement-montantQualitatif-B paiement-montantQualitatif-I paiement-montantQualitatif-I O lienRef-coRef-B objet-B objet-I,
train-03546,vous en avez pas des moins chers,O lienRef-coRef-B O O O comparatif-paiement-B comparatif-paiement-I,
train-03547,donc vous me donnez celle à soixante quinze euros,O O O O lienRef-elsEns-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B,
train-03548,oui j' en prends une,reponse-B O lienRef-coRef-B O nombre-B,
train-03549,pour une,O nombre-B,
train-03550,nuit euh oui pour deux nuits pardon,O O reponse-B sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I O,
train-03551,merci,O,
train-03552,non merci,reponse-B O,
train-03553,non merci,reponse-B O,
train-03554,j' aurais voulu euh faire une réservation pour les trois derniers jours de juillet c' est-à-dire le jeudi vingt neuf vendredi trente et samedi trente et un un hôtel entre Épinal et Rouen une chambre pour trois personnes c' est-à-dire trois lits simples ou un lit double et un lit simple avec un prix moins de quatre vingts euros et si possible avec une piscine,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I connectProp-B connectProp-I temps-jour-semaine-B temps-jour-semaine-I temps-jour-mois-B temps-jour-mois-I temps-jour-semaine-B temps-jour-mois-B connectProp-B temps-jour-semaine-B temps-jour-mois-B temps-jour-mois-I temps-jour-mois-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I localisation-ville-B localisation-ville-I nombre-chambre-B nombre-chambre-I sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I connectProp-B connectProp-I sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I sejour-nbPersonne-I objet-B objet-I objet-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B connectProp-B O O hotel-services-B hotel-services-I hotel-services-I,
train-03555,oui,reponse-B,
train-03556,oui,reponse-B,
train-03557,oui,reponse-B,
train-03558,non dans l' un de ces hôtels Épinay Épinay comme vous m' avez dit le premier,reponse-B O nombre-hotel-B nombre-hotel-I lienRef-coRef-B lienRef-coRef-I objetBD-B localisation-ville-B localisation-ville-I O O O O O lienRef-elsEns-B rang-hotel-B,
train-03559,Épinay centre,localisation-ville-B localisation-lieuRelatif-B,
train-03560,oui,reponse-B,
train-03561,d'accord euh c comment se compose la la chambre,reponse-B O objet-B objet-I objet-I objet-I lienRef-coRef-B lienRef-coRef-I objet-B,
train-03562,très bien bon ben écoutez-moi je veux faire la réservation donc,O O O O O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O,
train-03563,d'accord,reponse-B,
train-03564,ah alors vous me proposez un autre hôtel s' il vous plaît,O O O O O nombre-hotel-B lienRef-coDom-B objet-B O O O O,
train-03565,oui,reponse-B,
train-03566,bon on on essaie Ibis pour voir si vous avez des disponibilités,O O O O hotel-marque-B O O O O O objet-B objet-I,
train-03567,oui,reponse-B,
train-03568,d'accord,reponse-B,
train-03569,je souhaite réserver il n' y a pas de piscine dans cet hôtel je pense pas,command-tache-B command-tache-I command-tache-I O O O O hotel-services-B hotel-services-I hotel-services-I O lienRef-coRef-B objetBD-B O O O,
train-03570,enfin,O,
train-03571,très bien alors je fais la réservation pour une chambre pour trois personnes,O O O command-tache-B command-tache-I command-tache-I command-tache-I nombre-chambre-B nombre-chambre-I nombre-chambre-I sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I,
train-03572,oui,reponse-B,
train-03573,cinquante euros très bien,paiement-montant-entier-B paiement-monnaie-B O O,
train-03574,alors vous me confirmez oui,O command-dial-B command-dial-I command-dial-I reponse-B,
train-03575,d'accord,reponse-B,
train-03576,cent quatorze zéro quatre vingt quinze c' est très bien j' ai noté merci beaucoup,nombre-reservation-B nombre-reservation-I nombre-reservation-I nombre-reservation-I nombre-reservation-I nombre-reservation-I O O O O O O O O O,
train-03577,au revoir,O O,
train-03578,non pas du tout,reponse-B O O O,
train-03579,j' aurais voulu faire une réservation pour la deuxième semaine de novembre du huit au quatorze novembre un hôtel à côté de la conférence art et urbanisme à Rennes alors j' aurais voulu trois chambres pour trois couples euh à un prix inférieur à cent vingt euros la chambre et si possible près des monuments historiques,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I objetBD-B objetBD-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I evenement-B evenement-I evenement-I evenement-I evenement-I localisation-ville-B localisation-ville-I O O O O nombre-chambre-B nombre-chambre-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I O O objet-B objet-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O connectProp-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-03580,oui,reponse-B,
train-03581,oui,reponse-B,
train-03582,alors informations,O command-tache-B,
train-03583,supplémentaires sur le prix euh sur si j je peux avoir trois chambres pour trois couples et avec un prix disons inférieur à cent vingt euros près des monuments historiques,O O objet-B objet-I O O O O O O O nombre-chambre-B nombre-chambre-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I connectProp-B connectProp-I objet-B objet-I O comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-03584,oui,reponse-B,
train-03585,d'accord,reponse-B,
train-03586,oui,reponse-B,
train-03587,oui,reponse-B,
train-03588,non je vais réserver,reponse-B command-tache-B command-tache-I command-tache-I,
train-03589,alors vous m' avez proposé euh le rocher de Cancale,O O O O O O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I,
train-03590,oui voilà alors le rocher de Cancal vous m' avez dit c' est cent francs euh cent euros la chambre,reponse-B reponse-I O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O O O O O paiement-montant-entier-B paiement-monnaie-B O paiement-montant-entier-B paiement-monnaie-B O O,
train-03591,cent euros mais je voulais faire la réservation donc pour trois chambres pour trois couples pour l euh de du huit au quatorze novembre c' est-à-dire trois jours,paiement-montant-entier-B paiement-monnaie-B O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O nombre-chambre-B nombre-chambre-I nombre-chambre-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I O O O O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B connectProp-I sejour-nbNuit-B sejour-nbNuit-I,
train-03592,d'accord,reponse-B,
train-03593,oui,reponse-B,
train-03594,très bien,O O,
train-03595,oui alors c' est près des monuments historiques vous m' avez dit hein,reponse-B O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I command-dial-B command-dial-I command-dial-I command-dial-I command-dial-I,
train-03596,voilà ben c' est ce que je recherche hein d'accord vous faites la réservation donc,O O O O O O O O O reponse-B command-tache-B command-tache-I command-tache-I command-tache-I O,
train-03597,oui,reponse-B,
train-03598,d'accord,reponse-B,
train-03599,oui,reponse-B,
train-03600,très bien,O O,
train-03601,très,O,
train-03602,bien je vais bien noter,O O O O O,
train-03603,non,reponse-B,
train-03604,pas du tout j' ai tous les renseignements je vous remercie beaucoup,O O O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O O O O,
train-03605,merci au revoir,O O O,
train-03606,voilà au revoir,O O O,
train-03607,je voudrais une chambre individuelle pas trop chère près d' un restau dans la ville de Lyon pour les trois premiers jours d' octobre et il faudrait que ça soit un Novotel et en en plus qu' il y ait un terrain de tennis près d' un terrain de tennis,O O nombre-chambre-B chambre-type-B chambre-type-I paiement-montantQualitatif-B paiement-montantQualitatif-I paiement-montantQualitatif-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I localisation-ville-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I connectProp-B O O O O O hotel-marque-B hotel-marque-I connectProp-B connectProp-I connectProp-I connectProp-I O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-03608,merci,O,
train-03609,oui,reponse-B,
train-03610,oui,reponse-B,
train-03611,oui je veux réserver pour le Novotel,reponse-B command-tache-B command-tache-I command-tache-I hotel-marque-B hotel-marque-I hotel-marque-I,
train-03612,une chambre individuelle pas trop chère près d' un restau,nombre-chambre-B chambre-type-B chambre-type-I paiement-montantQualitatif-B paiement-montantQualitatif-I paiement-montantQualitatif-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-03613,oui c' est parfait,reponse-B O O O,
train-03614,oui c' est bien,reponse-B O O O,
train-03615,d'accord,reponse-B,
train-03616,oui,reponse-B,
train-03617,oui tout à fait,reponse-B reponse-I reponse-I reponse-I,
train-03618,merci,O,
train-03619,d'accord,reponse-B,
train-03620,non c' est bon,reponse-B O O O,
train-03621,merci,O,
train-03622,merci au revoir,O O O,
train-03623,non,reponse-B,
train-03624,je voudrais réserver un hôtel à Paris euh près de la gare Saint-Lazare du quatorze au seize vingt chambres simples,command-tache-B command-tache-I command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I temps-jour-mois-B temps-jour-mois-I temps-jour-mois-B temps-jour-mois-I nombre-chambre-B chambre-type-B chambre-type-I,
train-03625,oui près de la gare Saint-Lazare,reponse-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-03626,je voudrais un hôtel je voudrais vingt chambres simples avec sauna euh et plus animation un bon euh un bon hôtel standing,O O objetBD-B objetBD-I O O nombre-chambre-B chambre-type-B chambre-type-I hotel-services-B hotel-services-I O localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I chambre-standing-B chambre-standing-I chambre-standing-I chambre-standing-I chambre-standing-I chambre-standing-I chambre-standing-I,
train-03627,vingt chambres simples si possible dans l' hôtel sauna plus animation bon standing,nombre-chambre-B chambre-type-B chambre-type-I O O O lienRef-coRef-B objetBD-B hotel-services-B hotel-services-B hotel-services-I chambre-standing-B chambre-standing-I,
train-03628,dans le deuxième,O lienRef-elsEns-B rang-B,
train-03629,du quatorze au seize avril je voudrais vingt chambres simples je répète vingt chambres simples,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I O O nombre-chambre-B chambre-type-B chambre-type-I command-dial-B command-dial-I nombre-chambre-B chambre-type-B chambre-type-I,
train-03630,ok,reponse-B,
train-03631,oui,reponse-B,
train-03632,non merci madame,reponse-B O O,
train-03633,au revoir,O O,
train-03634,réservation,command-tache-B,
train-03635,Bordeaux,localisation-ville-B,
train-03636,première semaine de décembre,temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-03637,euh près d' un cinéma,O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-03638,un sauna dans l' hôtel plus un accès handicapés,hotel-services-B hotel-services-I O lienRef-coRef-B objetBD-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I,
train-03639,hôtel Athéna alors,nom-hotel-B nom-hotel-I O,
train-03640,euh deux chambres pour deux couples avec enfant,O nombre-chambre-B nombre-chambre-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I sejour-nbEnfant-B sejour-nbEnfant-I,
train-03641,oui,reponse-B,
train-03642,tout à fait maximum quatre vingts euros,reponse-B reponse-I reponse-I comparatif-paiement-B paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B,
train-03643,bon je la prends,O O lienRef-coRef-B O,
train-03644,d'accord,reponse-B,
train-03645,d'accord,reponse-B,
train-03646,d'accord,reponse-B,
train-03647,non c' est bon,reponse-B O O O,
train-03648,au revoir,O O,
train-03649,je souhaiterais réserver donc deux chambres doubles à Colmar début janvier,command-tache-B command-tache-I command-tache-I O nombre-chambre-B chambre-type-B chambre-type-I localisation-ville-B localisation-ville-I temps-plageRelative-B temps-mois-B,
train-03650,oui début janvier,reponse-B temps-plageRelative-B temps-mois-B,
train-03651,quels sont les prix pour chacune des chambres,O O lienRef-coRef-B objet-B O O lienRef-coRef-B objet-B,
train-03652,y a-t-il une baignoire et internet dans chaque chambre,O O chambre-equipement-B chambre-equipement-I chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I chambre-equipement-I,
train-03653,oui pour le premier hôtel,reponse-B O lienRef-elsEns-B rang-hotel-B objetBD-B,
train-03654,oui,reponse-B,
train-03655,oui pour le premier janvier,reponse-B temps-date-B temps-date-I temps-date-I temps-date-I,
